Info 0    [18:44:21.185] Starting TS Server
Info 285  [19:29:38.039] Different program with same set of files:: structureIsReused:: 2
Info 286  [19:29:39.693] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 287  [19:29:39.695] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false Elapsed: 2.4110000003129244ms
Info 288  [19:29:39.695] Different program with same set of files:: structureIsReused:: 2
Info 289  [19:29:41.706] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 290  [19:29:41.709] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false Elapsed: 3.1673000007867813ms
Info 291  [19:29:41.709] Different program with same set of files:: structureIsReused:: 2
Info 292  [19:29:42.007] getCompletionData: Get current token: 0.009199999272823334
Info 293  [19:29:42.007] getCompletionData: Is inside comment: 0.004999998956918716
Info 294  [19:29:42.007] getCompletionData: Get previous token 1: 0.03099999949336052
Info 295  [19:29:42.007] getCompletionData: Get previous token 2: 0.023400001227855682
Info 296  [19:29:42.008] getCompletionsAtPosition: isCompletionListBlocker: 0.11610000021755695
Info 297  [19:29:42.008] Returning an empty list because completion was requested in an invalid position.
Info 298  [19:29:43.042] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 299  [19:29:43.045] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false Elapsed: 2.853499999269843ms
Info 300  [19:29:43.045] Different program with same set of files:: structureIsReused:: 2
Info 301  [19:29:43.492] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 302  [19:29:43.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 1.562100000679493ms
Info 303  [19:29:43.494] Different program with same set of files:: structureIsReused:: 2
Info 304  [19:29:44.035] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 305  [19:29:44.037] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 2.114699998870492ms
Info 306  [19:29:44.037] Different program with same set of files:: structureIsReused:: 2
Info 307  [19:29:44.349] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 308  [19:29:44.352] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 2.1975999996066093ms
Info 309  [19:29:44.352] Different program with same set of files:: structureIsReused:: 2
Info 310  [19:29:51.545] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 311  [19:29:51.548] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 2.8837999999523163ms
Info 312  [19:29:51.548] Different program with same set of files:: structureIsReused:: 2
Info 313  [19:29:51.846] getCompletionData: Get current token: 0.008700000122189522
Info 314  [19:29:51.846] getCompletionData: Is inside comment: 0.05350000038743019
Info 315  [19:29:51.846] getCompletionData: Get previous token 1: 0.024300001561641693
Info 316  [19:29:51.846] getCompletionsAtPosition: isCompletionListBlocker: 0.052799999713897705
Info 317  [19:29:51.847] getCompletionData: Semantic work: 0.8899000007659197
Info 318  [19:29:51.848] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.646900000050664
Info 319  [19:29:52.379] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 320  [19:29:52.382] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 2.1497999988496304ms
Info 321  [19:29:52.382] Different program with same set of files:: structureIsReused:: 2
Info 322  [19:29:52.626] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 323  [19:29:52.629] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 3.025100000202656ms
Info 324  [19:29:52.629] Different program with same set of files:: structureIsReused:: 2
Info 325  [19:29:52.630] getCompletionData: Get current token: 0.03270000033080578
Info 326  [19:29:52.630] getCompletionData: Is inside comment: 0.009099999442696571
Info 327  [19:29:52.630] getCompletionData: Get previous token 1: 0.04779999889433384
Info 328  [19:29:52.630] getCompletionsAtPosition: isCompletionListBlocker: 0.0034999996423721313
Info 329  [19:29:52.630] getCompletionData: Semantic work: 0.2753999996930361
Info 330  [19:29:54.869] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 331  [19:29:54.872] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 2.5138999987393618ms
Info 332  [19:29:54.872] Different program with same set of files:: structureIsReused:: 2
Info 333  [19:29:55.169] getCompletionData: Get current token: 0.009800000116229057
Info 334  [19:29:55.169] getCompletionData: Is inside comment: 0.0352999996393919
Info 335  [19:29:55.169] getCompletionData: Get previous token 1: 0.026900000870227814
Info 336  [19:29:55.169] getCompletionsAtPosition: isCompletionListBlocker: 0.0022999998182058334
Info 337  [19:29:55.170] getCompletionData: Semantic work: 0.6882999986410141
Info 338  [19:29:55.170] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.003100000321865082
Info 339  [19:29:57.310] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 340  [19:29:57.320] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 9.778599999845028ms
Info 341  [19:29:57.320] Different program with same set of files:: structureIsReused:: 2
Info 342  [19:29:57.844] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 343  [19:29:57.847] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 2.3344999998807907ms
Info 344  [19:29:57.847] Different program with same set of files:: structureIsReused:: 2
Info 345  [19:29:59.744] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 346  [19:29:59.747] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 2.153099998831749ms
Info 347  [19:29:59.747] Different program with same set of files:: structureIsReused:: 2
Info 348  [19:30:00.768] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 349  [19:30:00.773] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false Elapsed: 4.215700000524521ms
Info 350  [19:30:00.773] Different program with same set of files:: structureIsReused:: 2
Info 351  [19:30:01.715] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 352  [19:30:01.717] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 2.1584000010043383ms
Info 353  [19:30:01.718] Different program with same set of files:: structureIsReused:: 2
Info 354  [19:30:01.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 355  [19:30:01.964] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 2.0497999992221594ms
Info 356  [19:30:01.964] Different program with same set of files:: structureIsReused:: 2
Info 357  [19:30:02.183] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 358  [19:30:02.185] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 2.221400000154972ms
Info 359  [19:30:02.185] Different program with same set of files:: structureIsReused:: 2
Info 360  [19:30:02.464] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 361  [19:30:02.467] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 3.286199999973178ms
Info 362  [19:30:02.468] Different program with same set of files:: structureIsReused:: 2
Info 363  [19:30:02.764] getCompletionData: Get current token: 0.007699999958276749
Info 364  [19:30:02.764] getCompletionData: Is inside comment: 0.026600001379847527
Info 365  [19:30:02.764] getCompletionData: Get previous token 1: 0.02070000022649765
Info 366  [19:30:02.764] getCompletionsAtPosition: isCompletionListBlocker: 0.002199999988079071
Info 367  [19:30:02.764] getCompletionData: Semantic work: 0.5534000005573034
Info 368  [19:30:02.765] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.4527000002563
Info 369  [19:30:03.205] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 370  [19:30:03.207] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false Elapsed: 2.0555999986827374ms
Info 371  [19:30:03.207] Different program with same set of files:: structureIsReused:: 2
Info 372  [19:30:03.450] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 373  [19:30:03.454] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false Elapsed: 3.5262000001966953ms
Info 374  [19:30:03.454] Different program with same set of files:: structureIsReused:: 2
Info 375  [19:30:03.487] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 376  [19:30:03.490] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false Elapsed: 2.591000000014901ms
Info 377  [19:30:03.490] Different program with same set of files:: structureIsReused:: 2
Info 378  [19:30:03.490] getCompletionData: Get current token: 0.024800000712275505
Info 379  [19:30:03.490] getCompletionData: Is inside comment: 0.009700000286102295
Info 380  [19:30:03.490] getCompletionData: Get previous token 1: 0.03139999881386757
Info 381  [19:30:03.490] getCompletionsAtPosition: isCompletionListBlocker: 0.002399999648332596
Info 382  [19:30:03.490] getCompletionData: Semantic work: 0.3006999995559454
Info 383  [19:30:03.904] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 384  [19:30:03.906] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false Elapsed: 2.0378000009804964ms
Info 385  [19:30:03.906] Different program with same set of files:: structureIsReused:: 2
Info 386  [19:30:07.800] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 387  [19:30:07.802] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false Elapsed: 2.138000000268221ms
Info 388  [19:30:07.802] Different program with same set of files:: structureIsReused:: 2
Info 389  [19:30:12.002] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 390  [19:30:12.005] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false Elapsed: 2.4137000013142824ms
Info 391  [19:30:12.005] Different program with same set of files:: structureIsReused:: 2
Info 392  [19:30:12.808] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 393  [19:30:12.811] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false Elapsed: 2.2470999993383884ms
Info 394  [19:30:12.811] Different program with same set of files:: structureIsReused:: 2
Info 395  [19:30:12.811] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 396  [19:30:12.813] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false Elapsed: 2.032200001180172ms
Info 397  [19:30:12.813] Different program with same set of files:: structureIsReused:: 2
Info 398  [19:30:13.312] getCompletionData: Get current token: 0.010900000110268593
Info 399  [19:30:13.312] getCompletionData: Is inside comment: 0.005300000309944153
Info 400  [19:30:13.312] getCompletionData: Get previous token 1: 0.05170000158250332
Info 401  [19:30:13.312] getCompletionData: Get previous token 2: 0.03970000147819519
Info 402  [19:30:13.312] getCompletionsAtPosition: isCompletionListBlocker: 0.005099998787045479
Info 403  [19:30:13.313] getCompletionData: Semantic work: 0.5896000005304813
Info 404  [19:30:13.313] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0016999989748001099
Info 405  [19:30:15.086] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 406  [19:30:15.088] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false Elapsed: 2.197799999266863ms
Info 407  [19:30:15.088] Different program with same set of files:: structureIsReused:: 2
Info 408  [19:30:15.814] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 409  [19:30:15.816] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false Elapsed: 2.1533000003546476ms
Info 410  [19:30:15.816] Different program with same set of files:: structureIsReused:: 2
Info 411  [19:30:16.112] getCompletionData: Get current token: 0.008400000631809235
Info 412  [19:30:16.113] getCompletionData: Is inside comment: 0.0034999996423721313
Info 413  [19:30:16.113] getCompletionData: Get previous token 1: 0.038099998608231544
Info 414  [19:30:16.113] getCompletionData: Get previous token 2: 0.030899999663233757
Info 415  [19:30:16.113] getCompletionsAtPosition: isCompletionListBlocker: 0.0030000004917383194
Info 416  [19:30:16.114] getCompletionData: Semantic work: 1.402699999511242
Info 417  [19:30:16.114] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0013999994844198227
Info 418  [19:30:41.416] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 419  [19:30:41.418] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 95 structureChanged: false Elapsed: 2.5230999998748302ms
Info 420  [19:30:41.418] Different program with same set of files:: structureIsReused:: 2
Info 421  [19:30:42.373] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 422  [19:30:42.378] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 96 structureChanged: false Elapsed: 4.525600001215935ms
Info 423  [19:30:42.378] Different program with same set of files:: structureIsReused:: 2
Info 424  [19:30:42.673] getCompletionData: Get current token: 0.008299998939037323
Info 425  [19:30:42.673] getCompletionData: Is inside comment: 0.02329999953508377
Info 426  [19:30:42.673] getCompletionData: Get previous token 1: 0.016599999740719795
Info 427  [19:30:42.673] getCompletionData: Get previous token 2: 0.025700001046061516
Info 428  [19:30:42.673] getCompletionsAtPosition: isCompletionListBlocker: 0.11639999970793724
Info 429  [19:30:42.677] getSymbolsFromOtherSourceFileExports: Using cached list
Info 430  [19:30:42.678] getCompletionData: Semantic work: 4.967899998649955
Info 431  [19:30:42.687] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.982499999925494
Info 432  [19:30:43.299] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 433  [19:30:43.302] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 97 structureChanged: false Elapsed: 2.927800001576543ms
Info 434  [19:30:43.302] Different program with same set of files:: structureIsReused:: 2
Info 435  [19:30:43.716] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 436  [19:30:43.721] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false Elapsed: 4.822799999266863ms
Info 437  [19:30:43.721] Different program with same set of files:: structureIsReused:: 2
Info 438  [19:30:43.721] getCompletionData: Get current token: 0.025499999523162842
Info 439  [19:30:43.722] getCompletionData: Is inside comment: 0.00780000165104866
Info 440  [19:30:43.722] getCompletionData: Get previous token 1: 0.02630000002682209
Info 441  [19:30:43.722] getCompletionData: Get previous token 2: 0.029600000008940697
Info 442  [19:30:43.722] getCompletionsAtPosition: isCompletionListBlocker: 0.011799998581409454
Info 443  [19:30:43.725] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 444  [19:30:43.726] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 445  [19:30:43.727] getSymbolsFromOtherSourceFileExports: 1.2181000001728535
Info 446  [19:30:43.728] getCompletionData: Semantic work: 5.771499998867512
Info 447  [19:30:45.552] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 448  [19:30:45.557] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false Elapsed: 4.537200000137091ms
Info 449  [19:30:45.567] Different program with same set of files:: structureIsReused:: 2
Info 450  [19:30:45.600] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 451  [19:30:45.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false Elapsed: 2.6911999993026257ms
Info 452  [19:30:45.603] Different program with same set of files:: structureIsReused:: 2
Info 453  [19:30:46.493] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 454  [19:30:46.496] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false Elapsed: 2.6357999984174967ms
Info 455  [19:30:46.496] Different program with same set of files:: structureIsReused:: 2
Info 456  [19:31:22.304] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 457  [19:31:22.308] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false Elapsed: 4.072599999606609ms
Info 458  [19:31:22.308] Different program with same set of files:: structureIsReused:: 2
Info 459  [19:31:22.755] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 460  [19:31:22.760] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false Elapsed: 4.803700000047684ms
Info 461  [19:31:22.760] Different program with same set of files:: structureIsReused:: 2
Info 462  [19:31:22.761] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 463  [19:31:22.764] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false Elapsed: 3.5458000004291534ms
Info 464  [19:31:22.764] Different program with same set of files:: structureIsReused:: 2
Info 465  [19:31:23.074] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 466  [19:31:23.077] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false Elapsed: 3.0607999991625547ms
Info 467  [19:31:23.077] Different program with same set of files:: structureIsReused:: 2
Info 468  [19:31:23.653] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 469  [19:31:23.657] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false Elapsed: 3.8525000009685755ms
Info 470  [19:31:23.657] Different program with same set of files:: structureIsReused:: 2
Info 471  [19:31:24.672] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 472  [19:31:24.675] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false Elapsed: 3.1182000003755093ms
Info 473  [19:31:24.675] Different program with same set of files:: structureIsReused:: 2
Info 474  [19:31:24.972] getCompletionData: Get current token: 0.009300000965595245
Info 475  [19:31:24.972] getCompletionData: Is inside comment: 0.0037000011652708054
Info 476  [19:31:24.973] getCompletionData: Get previous token 1: 0.03969999961555004
Info 477  [19:31:24.973] getCompletionData: Get previous token 2: 0.031700000166893005
Info 478  [19:31:24.973] getCompletionsAtPosition: isCompletionListBlocker: 0.004899999126791954
Info 479  [19:31:24.975] getSymbolsFromOtherSourceFileExports: Using cached list
Info 480  [19:31:24.976] getCompletionData: Semantic work: 3.8460999988019466
Info 481  [19:31:24.984] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.886499999091029
Info 482  [19:31:26.725] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 483  [19:31:26.729] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false Elapsed: 4.0953000001609325ms
Info 484  [19:31:26.729] Different program with same set of files:: structureIsReused:: 2
Info 485  [19:31:26.730] getCompletionData: Get current token: 0.02160000056028366
Info 486  [19:31:26.730] getCompletionData: Is inside comment: 0.007399998605251312
Info 487  [19:31:26.730] getCompletionData: Get previous token 1: 0.03619999997317791
Info 488  [19:31:26.730] getCompletionData: Get previous token 2: 0.026599999517202377
Info 489  [19:31:26.730] getCompletionsAtPosition: isCompletionListBlocker: 0.00559999980032444
Info 490  [19:31:26.733] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 491  [19:31:26.733] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 492  [19:31:26.734] getSymbolsFromOtherSourceFileExports: 0.5140000004321337
Info 493  [19:31:26.735] getCompletionData: Semantic work: 4.924799999222159
Info 494  [19:31:32.671] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 495  [19:31:32.675] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false Elapsed: 3.972699999809265ms
Info 496  [19:31:32.675] Different program with same set of files:: structureIsReused:: 2
Info 497  [19:31:33.495] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 498  [19:31:33.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false Elapsed: 3.262000000104308ms
Info 499  [19:31:33.498] Different program with same set of files:: structureIsReused:: 2
Info 500  [19:31:34.217] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 501  [19:31:34.219] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false Elapsed: 2.4680000003427267ms
Info 502  [19:31:34.220] Different program with same set of files:: structureIsReused:: 2
Info 503  [19:31:34.222] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 504  [19:31:34.226] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false Elapsed: 3.7137000001966953ms
Info 505  [19:31:34.226] Different program with same set of files:: structureIsReused:: 2
Info 506  [19:31:46.587] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 507  [19:31:46.590] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false Elapsed: 2.4377999994903803ms
Info 508  [19:31:46.590] Different program with same set of files:: structureIsReused:: 2
Info 509  [19:31:47.432] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 510  [19:31:47.435] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false Elapsed: 2.8774999994784594ms
Info 511  [19:31:47.435] Different program with same set of files:: structureIsReused:: 2
Info 512  [19:31:47.659] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 513  [19:31:47.664] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false Elapsed: 4.270099999383092ms
Info 514  [19:31:47.664] Different program with same set of files:: structureIsReused:: 2
Info 515  [19:31:47.934] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 516  [19:31:47.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false Elapsed: 3.7524999994784594ms
Info 517  [19:31:47.938] Different program with same set of files:: structureIsReused:: 2
Info 518  [19:31:48.585] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 519  [19:31:48.589] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false Elapsed: 3.768300000578165ms
Info 520  [19:31:48.589] Different program with same set of files:: structureIsReused:: 2
Info 521  [19:31:50.151] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 522  [19:31:50.154] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false Elapsed: 3.1024000011384487ms
Info 523  [19:31:50.154] Different program with same set of files:: structureIsReused:: 2
Info 524  [19:31:50.155] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 525  [19:31:50.160] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 119 structureChanged: false Elapsed: 5.1864000000059605ms
Info 526  [19:31:50.160] Different program with same set of files:: structureIsReused:: 2
Info 527  [19:31:50.449] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 528  [19:31:50.451] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 120 structureChanged: false Elapsed: 2.3189000003039837ms
Info 529  [19:31:50.451] Different program with same set of files:: structureIsReused:: 2
Info 530  [19:31:50.688] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 531  [19:31:50.690] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 121 structureChanged: false Elapsed: 2.099999999627471ms
Info 532  [19:31:50.690] Different program with same set of files:: structureIsReused:: 2
Info 533  [19:31:50.986] getCompletionData: Get current token: 0.00729999877512455
Info 534  [19:31:50.987] getCompletionData: Is inside comment: 0.02499999850988388
Info 535  [19:31:50.987] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 536  [19:31:52.411] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 537  [19:31:52.414] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 122 structureChanged: false Elapsed: 2.919300001114607ms
Info 538  [19:31:52.426] Different program with same set of files:: structureIsReused:: 2
Info 539  [19:31:53.124] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 540  [19:31:53.128] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 123 structureChanged: false Elapsed: 3.64780000038445ms
Info 541  [19:31:53.128] Different program with same set of files:: structureIsReused:: 2
Info 542  [19:31:53.425] getCompletionData: Get current token: 0.006599999964237213
Info 543  [19:31:53.425] getCompletionData: Is inside comment: 0.02590000070631504
Info 544  [19:31:53.425] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 545  [19:31:53.932] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 546  [19:31:53.934] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 124 structureChanged: false Elapsed: 2.154100000858307ms
Info 547  [19:31:53.934] Different program with same set of files:: structureIsReused:: 2
Info 548  [19:31:56.094] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 549  [19:31:56.097] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 125 structureChanged: false Elapsed: 2.649100000038743ms
Info 550  [19:31:56.097] Different program with same set of files:: structureIsReused:: 2
Info 551  [19:32:00.691] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 552  [19:32:00.694] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 126 structureChanged: false Elapsed: 2.5572999995201826ms
Info 553  [19:32:00.694] Different program with same set of files:: structureIsReused:: 2
Info 554  [19:32:01.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 555  [19:32:01.181] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 127 structureChanged: false Elapsed: 4.745300000533462ms
Info 556  [19:32:01.181] Different program with same set of files:: structureIsReused:: 2
Info 557  [19:32:09.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 558  [19:32:09.074] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 128 structureChanged: false Elapsed: 2.250400001183152ms
Info 559  [19:32:09.074] Different program with same set of files:: structureIsReused:: 2
Info 560  [19:32:09.373] getCompletionData: Get current token: 0.013399999588727951
Info 561  [19:32:09.373] getCompletionData: Is inside comment: 0.028200000524520874
Info 562  [19:32:09.373] getCompletionData: Get previous token 1: 0.020800000056624413
Info 563  [19:32:09.373] getCompletionData: Get previous token 2: 0.020899999886751175
Info 564  [19:32:09.374] getCompletionsAtPosition: isCompletionListBlocker: 0.15660000033676624
Info 565  [19:32:09.378] getSymbolsFromOtherSourceFileExports: Using cached list
Info 566  [19:32:09.379] getCompletionData: Semantic work: 5.418800000101328
Info 567  [19:32:09.386] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.992799999192357
Info 568  [19:32:09.930] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 569  [19:32:09.932] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 129 structureChanged: false Elapsed: 2.165699999779463ms
Info 570  [19:32:09.932] Different program with same set of files:: structureIsReused:: 2
Info 571  [19:32:10.582] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 572  [19:32:10.584] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 130 structureChanged: false Elapsed: 2.3979000002145767ms
Info 573  [19:32:10.584] Different program with same set of files:: structureIsReused:: 2
Info 574  [19:32:11.460] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 575  [19:32:11.462] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 131 structureChanged: false Elapsed: 2.656199999153614ms
Info 576  [19:32:11.463] Different program with same set of files:: structureIsReused:: 2
Info 577  [19:32:11.761] getCompletionData: Get current token: 0.012000000104308128
Info 578  [19:32:11.761] getCompletionData: Is inside comment: 0.029600000008940697
Info 579  [19:32:11.762] getCompletionData: Get previous token 1: 0.02319999970495701
Info 580  [19:32:11.762] getCompletionData: Get previous token 2: 0.026999998837709427
